Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,Power
0.0,300.4,311.8,1272.0,59.2,198.0,1.0,75302.40000000001
0.0,298.9,309.6,1663.0,33.7,195.0,0.0,56043.100000000006
0.0,302.3,310.9,1379.0,49.3,34.0,1.0,67984.7
0.0,303.3,311.6,1301.0,45.1,219.0,1.0,58675.1
0.0,302.5,310.3,1326.0,58.5,55.0,1.0,77571.0
0.0,298.7,308.4,1750.0,25.8,72.0,0.0,45150.0
0.0,302.3,310.8,1377.0,47.3,22.0,1.0,65132.1
0.0,300.7,310.8,1772.0,27.3,69.0,0.0,48375.6
1.0,298.5,308.6,1384.0,54.4,44.0,0.0,75289.59999999999
1.0,297.9,309.0,2456.0,13.9,82.0,0.0,34138.4
1.0,302.4,310.1,1358.0,54.6,61.0,1.0,74146.8
2.0,297.7,308.8,1469.0,43.7,96.0,0.0,64195.3
0.0,302.6,311.5,1442.0,59.8,169.0,1.0,86231.59999999999
1.0,303.9,313.2,1624.0,39.8,107.0,0.0,64635.2
1.0,300.8,309.4,1342.0,62.4,113.0,1.0,83740.8
0.0,297.9,309.0,1379.0,47.3,28.0,0.0,65226.7
0.0,302.5,311.9,1306.0,59.7,172.0,1.0,77968.2
1.0,297.6,308.3,1538.0,40.2,0.0,0.0,61827.600000000006
1.0,298.9,308.2,1372.0,63.6,30.0,1.0,87259.2
0.0,298.6,308.2,1390.0,51.4,168.0,0.0,71446.0
0.0,299.1,308.4,1426.0,47.9,67.0,0.0,68305.4
0.0,301.4,310.4,1496.0,35.2,153.0,0.0,52659.200000000004
0.0,300.4,311.8,1320.0,57.9,168.0,0.0,76428.0
1.0,301.1,310.9,1396.0,45.1,12.0,0.0,62959.6
2.0,301.0,312.2,1489.0,40.3,117.0,0.0,60006.7
0.0,300.8,312.5,1517.0,39.2,107.0,0.0,59466.4
0.0,301.0,310.8,1475.0,35.3,19.0,0.0,52067.49999999999
1.0,301.5,311.1,1660.0,33.8,115.0,0.0,56107.99999999999
1.0,300.0,311.4,1692.0,29.0,216.0,1.0,49068.0
0.0,298.9,309.8,1287.0,61.9,216.0,1.0,79665.3
0.0,302.2,311.6,1416.0,54.1,48.0,0.0,76605.6
2.0,300.7,312.2,1335.0,49.0,62.0,0.0,65415.0
0.0,301.0,311.1,1236.0,64.4,177.0,1.0,79598.40000000001
0.0,302.5,310.2,1307.0,54.0,86.0,1.0,70578.0
0.0,298.2,307.9,1313.0,67.3,67.0,1.0,88364.9
0.0,297.5,308.3,1388.0,48.6,27.0,0.0,67456.8
0.0,297.7,307.1,1715.0,30.2,0.0,0.0,51793.0
1.0,296.6,307.4,1544.0,42.3,170.0,0.0,65311.2
2.0,298.8,308.5,1359.0,47.6,85.0,0.0,64688.4
0.0,300.0,309.1,1465.0,40.6,9.0,0.0,59479.0
1.0,297.2,308.1,1554.0,41.3,147.0,0.0,64180.2
0.0,301.6,310.6,1621.0,33.7,137.0,0.0,54627.700000000004
0.0,298.4,310.0,1554.0,37.3,103.0,0.0,57964.2
1.0,299.0,310.3,1582.0,33.3,177.0,0.0,52680.6
0.0,298.3,308.1,1412.0,52.3,218.0,1.0,73847.59999999999
1.0,302.2,310.6,1355.0,51.5,126.0,1.0,69782.5
0.0,297.0,308.1,1362.0,52.5,213.0,1.0,71505.0
2.0,302.9,312.5,1357.0,55.0,12.0,1.0,74635.0
1.0,300.3,309.9,1447.0,46.5,28.0,0.0,67285.5
0.0,299.0,310.2,1494.0,40.6,67.0,0.0,60656.4
1.0,302.7,310.6,1349.0,51.2,6.0,1.0,69068.8
0.0,303.4,311.8,1366.0,50.9,200.0,1.0,69529.4
1.0,303.3,311.5,1373.0,47.3,60.0,1.0,64942.899999999994
0.0,299.8,309.3,1299.0,65.1,212.0,1.0,84564.9
0.0,303.4,311.7,1295.0,51.3,51.0,1.0,66433.5
1.0,297.4,308.0,1355.0,55.1,63.0,0.0,74660.5
0.0,301.4,310.8,1285.0,62.6,183.0,1.0,80441.0
2.0,298.5,309.6,1579.0,33.5,91.0,0.0,52896.5
0.0,301.4,310.8,1285.0,62.6,183.0,1.0,80441.0
0.0,299.9,311.3,1429.0,58.2,103.0,0.0,83167.8
0.0,301.4,310.7,1616.0,36.5,121.0,0.0,58984.0
1.0,302.2,310.1,1368.0,51.6,12.0,1.0,70588.8
0.0,302.6,310.4,1365.0,66.8,80.0,1.0,91182.0
0.0,301.8,309.7,1442.0,45.3,233.0,1.0,65322.6
0.0,299.1,308.8,1320.0,67.5,20.0,1.0,89100.0
0.0,301.9,310.8,1525.0,43.2,62.0,0.0,65880.0
0.0,302.6,311.5,1442.0,59.8,169.0,1.0,86231.59999999999
0.0,299.0,310.1,1375.0,48.9,59.0,0.0,67237.5
2.0,302.0,310.9,1679.0,29.0,222.0,0.0,48691.0
0.0,300.3,310.3,1629.0,34.1,52.0,0.0,55548.9
1.0,302.4,310.1,1379.0,48.9,107.0,1.0,67433.09999999999
0.0,300.5,311.2,1270.0,67.5,208.0,1.0,85725.0
1.0,301.4,310.7,1375.0,42.0,168.0,0.0,57750.0
0.0,302.4,310.4,1456.0,47.6,127.0,0.0,69305.6
0.0,300.1,309.7,1351.0,58.2,155.0,0.0,78628.2
0.0,297.6,309.5,1569.0,36.2,63.0,0.0,56797.8
1.0,299.0,310.3,1635.0,34.5,168.0,0.0,56407.5
0.0,302.2,311.3,1530.0,37.3,207.0,1.0,57068.99999999999
1.0,302.1,310.1,1379.0,48.2,166.0,1.0,66467.8
0.0,297.4,308.6,1446.0,48.1,88.0,0.0,69552.6
0.0,297.5,308.6,1352.0,52.6,12.0,0.0,71115.2
0.0,302.4,310.2,1346.0,62.4,106.0,1.0,83990.4
0.0,300.2,311.0,1255.0,71.8,149.0,1.0,90109.0
0.0,302.0,310.5,1263.0,60.6,90.0,1.0,76537.8
2.0,302.5,310.9,1356.0,55.5,101.0,1.0,75258.0
1.0,299.9,309.2,1389.0,51.2,185.0,0.0,71116.8
1.0,299.9,309.4,1399.0,54.8,3.0,0.0,76665.2
0.0,301.9,311.0,2691.0,12.1,31.0,1.0,32561.1
0.0,302.6,312.0,1447.0,45.5,173.0,0.0,65838.5
1.0,300.7,310.0,1641.0,34.6,178.0,0.0,56778.600000000006
0.0,302.1,311.2,1454.0,59.2,153.0,1.0,86076.8
0.0,303.7,312.7,1540.0,44.8,196.0,0.0,68992.0
2.0,296.6,307.7,1386.0,62.3,100.0,1.0,86347.8
0.0,300.0,310.5,1606.0,33.5,135.0,0.0,53801.0
0.0,296.8,307.5,1474.0,42.4,107.0,0.0,62497.6
1.0,302.7,310.6,1349.0,51.2,6.0,1.0,69068.8
1.0,300.7,310.8,1506.0,44.0,97.0,0.0,66264.0
0.0,297.1,308.5,1555.0,36.2,0.0,0.0,56291.00000000001
0.0,298.3,308.0,2886.0,3.8,57.0,1.0,10966.8
1.0,297.5,308.4,1596.0,36.6,80.0,0.0,58413.600000000006
2.0,298.8,309.0,1497.0,43.8,147.0,0.0,65568.59999999999
1.0,300.4,311.8,1553.0,33.1,209.0,1.0,51404.3
1.0,299.7,309.1,1576.0,36.4,149.0,0.0,57366.399999999994
1.0,299.0,309.0,1351.0,52.2,44.0,0.0,70522.2
0.0,298.0,308.5,1429.0,37.7,220.0,1.0,53873.3
0.0,302.0,310.8,1383.0,50.3,231.0,1.0,69564.9
0.0,298.5,308.2,1595.0,32.3,46.0,0.0,51518.49999999999
0.0,299.1,310.1,1435.0,48.8,229.0,1.0,70028.0
1.0,302.5,310.3,1411.0,49.5,110.0,0.0,69844.5
1.0,302.1,310.7,1376.0,46.3,210.0,1.0,63708.799999999996
0.0,299.9,311.3,1371.0,52.3,167.0,0.0,71703.3
0.0,302.8,310.9,1312.0,52.2,40.0,1.0,68486.40000000001
0.0,298.5,309.7,2617.0,12.1,102.0,1.0,31665.7
0.0,302.5,310.3,1326.0,58.5,55.0,1.0,77571.0
0.0,299.1,308.3,1601.0,31.4,121.0,0.0,50271.399999999994
1.0,300.5,311.8,1331.0,55.3,167.0,0.0,73604.3
0.0,298.7,309.8,1181.0,65.9,203.0,1.0,77827.90000000001
0.0,298.2,308.4,1310.0,61.0,189.0,1.0,79910.0
0.0,303.4,312.0,1521.0,35.9,215.0,1.0,54603.9
2.0,302.1,310.7,1294.0,62.4,101.0,1.0,80745.59999999999
0.0,298.7,309.8,1354.0,53.3,212.0,1.0,72168.2
2.0,300.5,309.9,1397.0,45.9,210.0,1.0,64122.299999999996
0.0,301.0,310.5,1379.0,57.3,204.0,1.0,79016.7
0.0,298.0,308.8,1496.0,44.9,179.0,0.0,67170.4
1.0,302.7,312.0,1944.0,21.4,71.0,0.0,41601.6
1.0,301.8,310.7,1309.0,43.3,68.0,0.0,56679.7
0.0,303.4,311.7,1295.0,51.3,51.0,1.0,66433.5
0.0,302.4,311.0,1338.0,67.6,194.0,1.0,90448.79999999999
0.0,299.3,309.0,1447.0,50.4,140.0,1.0,72928.8
0.0,299.1,310.1,1435.0,48.8,229.0,1.0,70028.0
0.0,300.9,311.2,1353.0,60.4,139.0,0.0,81721.2
0.0,302.0,310.5,1263.0,60.6,90.0,1.0,76537.8
0.0,302.9,312.2,1729.0,23.6,96.0,0.0,40804.4
0.0,300.8,309.7,1519.0,35.8,14.0,0.0,54380.2
0.0,300.7,311.9,1335.0,57.1,194.0,1.0,76228.5
2.0,302.4,311.5,1540.0,43.7,81.0,0.0,67298.0
0.0,302.7,310.5,1263.0,67.8,197.0,1.0,85631.4
1.0,302.3,310.9,1360.0,44.0,67.0,1.0,59840.0
0.0,295.6,306.2,1823.0,25.8,29.0,0.0,47033.4
0.0,298.3,308.1,1672.0,41.3,0.0,0.0,69053.59999999999
0.0,300.8,311.4,1322.0,67.2,18.0,1.0,88838.40000000001
0.0,298.2,308.4,1310.0,61.0,189.0,1.0,79910.0
1.0,299.9,309.4,1487.0,42.2,198.0,0.0,62751.4
0.0,300.8,312.4,1465.0,59.1,91.0,1.0,86581.5
2.0,297.9,307.9,1406.0,58.5,93.0,0.0,82251.0
2.0,300.4,311.9,1438.0,46.7,41.0,1.0,67154.6
0.0,298.6,310.1,1439.0,49.9,17.0,0.0,71806.09999999999
1.0,297.4,308.6,1901.0,22.1,81.0,0.0,42012.100000000006
1.0,297.2,307.9,1456.0,44.9,85.0,0.0,65374.4
0.0,303.3,311.3,1592.0,33.7,14.0,0.0,53650.4
0.0,302.7,310.5,1263.0,67.8,197.0,1.0,85631.4
1.0,302.5,312.0,1451.0,43.2,189.0,0.0,62683.200000000004
0.0,298.2,307.9,1313.0,67.3,67.0,1.0,88364.9
0.0,303.2,311.5,1507.0,39.2,225.0,0.0,59074.4
0.0,298.0,308.7,1268.0,69.4,189.0,1.0,87999.20000000001
0.0,300.1,309.0,1314.0,58.2,114.0,0.0,76474.8
1.0,300.7,310.1,1483.0,40.2,162.0,0.0,59616.600000000006
1.0,302.4,310.5,1372.0,45.7,144.0,1.0,62700.4
1.0,302.8,312.3,1432.0,49.0,218.0,0.0,70168.0
0.0,298.4,308.6,1491.0,42.0,120.0,0.0,62622.0
0.0,303.4,311.9,1298.0,63.9,59.0,1.0,82942.2
1.0,300.7,311.1,1373.0,49.9,96.0,0.0,68512.7
1.0,301.2,310.9,1460.0,46.7,166.0,0.0,68182.0
1.0,303.4,311.8,1316.0,50.9,69.0,1.0,66984.4
0.0,301.7,310.2,1331.0,61.2,47.0,1.0,81457.2
0.0,301.9,311.0,2691.0,12.1,31.0,1.0,32561.1
2.0,298.5,308.2,1563.0,44.6,163.0,0.0,69709.8
0.0,298.3,308.4,1585.0,30.6,127.0,0.0,48501.0
0.0,302.3,310.9,1377.0,46.8,166.0,1.0,64443.6
1.0,297.0,308.3,1399.0,46.4,132.0,1.0,64913.6
0.0,303.7,312.7,1426.0,45.5,192.0,0.0,64883.0
1.0,299.8,309.3,1663.0,35.2,208.0,0.0,58537.600000000006
0.0,300.8,311.6,1516.0,35.6,14.0,0.0,53969.6
2.0,302.8,312.4,1411.0,53.8,246.0,1.0,75911.8
0.0,297.5,309.4,1517.0,36.7,233.0,0.0,55673.9
0.0,296.0,306.7,1416.0,44.2,46.0,0.0,62587.200000000004
0.0,299.1,310.2,1317.0,54.8,231.0,1.0,72171.59999999999
0.0,303.7,312.4,1404.0,46.6,119.0,0.0,65426.4
0.0,297.2,308.1,1474.0,44.3,152.0,0.0,65298.2
0.0,297.0,307.8,1385.0,56.4,202.0,1.0,78114.0
0.0,302.4,310.2,1351.0,45.1,168.0,1.0,60930.1
0.0,297.4,308.7,2874.0,4.2,118.0,1.0,12070.800000000001
1.0,300.2,310.4,1202.0,61.7,74.0,0.0,74163.40000000001
0.0,302.3,311.6,1544.0,34.3,0.0,0.0,52959.2
2.0,302.6,311.5,1629.0,34.4,228.0,1.0,56037.6
0.0,298.8,309.8,1334.0,49.3,42.0,0.0,65766.2
1.0,302.1,310.6,1326.0,59.1,88.0,1.0,78366.6
0.0,300.5,311.5,1708.0,31.2,57.0,0.0,53289.6
1.0,298.9,309.0,1924.0,22.6,193.0,0.0,43482.4
0.0,298.5,309.7,2617.0,12.1,102.0,1.0,31665.7
0.0,302.4,310.2,1351.0,45.1,168.0,1.0,60930.1
0.0,301.0,311.1,1236.0,64.4,177.0,1.0,79598.40000000001
0.0,299.0,310.3,1577.0,40.0,181.0,0.0,63080.0
0.0,298.0,308.5,1429.0,37.7,220.0,1.0,53873.3
0.0,297.4,308.6,1494.0,42.6,161.0,0.0,63644.4
0.0,297.5,308.8,1312.0,50.3,159.0,0.0,65993.59999999999
2.0,298.9,310.1,1366.0,62.7,161.0,0.0,85648.2
0.0,302.0,310.4,1357.0,58.0,108.0,1.0,78706.0
0.0,301.1,311.1,1387.0,53.1,188.0,0.0,73649.7
0.0,303.6,311.8,1222.0,66.8,148.0,1.0,81629.59999999999
0.0,300.7,310.8,1563.0,33.8,104.0,0.0,52829.399999999994
0.0,299.8,309.3,1299.0,65.1,212.0,1.0,84564.9
0.0,302.0,310.4,1357.0,58.0,108.0,1.0,78706.0
0.0,296.9,307.8,1400.0,57.1,202.0,1.0,79940.0
0.0,303.7,312.7,1359.0,56.8,194.0,1.0,77191.2
1.0,301.4,310.7,1368.0,63.7,92.0,1.0,87141.6
0.0,302.7,310.5,1446.0,40.9,211.0,1.0,59141.4
0.0,299.4,308.7,1446.0,62.9,134.0,1.0,90953.4
1.0,302.5,310.5,1527.0,38.8,136.0,0.0,59247.6
1.0,299.9,309.2,1353.0,49.8,182.0,0.0,67379.4
0.0,303.0,311.3,1365.0,56.2,146.0,1.0,76713.0
1.0,299.8,310.5,1375.0,53.9,110.0,0.0,74112.5
1.0,297.9,309.1,1558.0,39.2,59.0,0.0,61073.600000000006
0.0,297.8,308.4,1512.0,39.9,181.0,0.0,60328.799999999996
1.0,302.0,310.6,1392.0,60.5,10.0,0.0,84216.0
1.0,303.4,311.8,1316.0,50.9,69.0,1.0,66984.4
0.0,297.0,307.8,1385.0,56.4,202.0,1.0,78114.0
1.0,300.3,311.7,1374.0,47.9,222.0,1.0,65814.59999999999
1.0,303.7,312.8,1366.0,47.3,49.0,0.0,64611.799999999996
0.0,303.2,311.2,1363.0,46.7,29.0,1.0,63652.100000000006
0.0,296.9,307.8,1400.0,57.1,202.0,1.0,79940.0
0.0,299.6,309.2,1572.0,33.4,20.0,0.0,52504.799999999996
0.0,299.8,309.3,1299.0,65.1,212.0,1.0,84564.9
2.0,300.5,309.8,1324.0,72.8,159.0,1.0,96387.2
0.0,299.1,310.2,1695.0,29.6,8.0,0.0,50172.0
0.0,297.3,308.2,1396.0,52.7,212.0,1.0,73569.2
0.0,301.0,310.8,1549.0,41.4,121.0,0.0,64128.6
0.0,301.1,310.4,1312.0,73.6,49.0,1.0,96563.2
0.0,300.4,311.8,1272.0,59.2,198.0,1.0,75302.40000000001
0.0,301.8,310.5,1593.0,34.9,139.0,0.0,55595.7
0.0,300.0,311.0,1637.0,33.6,181.0,0.0,55003.200000000004
0.0,300.7,310.4,1416.0,61.8,209.0,1.0,87508.8
0.0,301.3,310.1,1269.0,56.8,195.0,1.0,72079.2
0.0,301.1,310.4,1312.0,73.6,49.0,1.0,96563.2
0.0,297.8,308.8,1621.0,36.1,68.0,0.0,58518.100000000006
0.0,297.3,308.5,1503.0,43.3,90.0,0.0,65079.899999999994
1.0,298.4,308.0,1416.0,38.2,198.0,1.0,54091.200000000004
0.0,298.1,309.0,1557.0,36.0,56.0,0.0,56052.0
1.0,302.1,310.7,1364.0,47.8,213.0,1.0,65199.2
0.0,301.0,312.2,1372.0,47.0,59.0,0.0,64484.0
0.0,303.0,311.2,1361.0,47.6,106.0,1.0,64783.6
0.0,303.6,312.0,1309.0,52.9,86.0,1.0,69246.09999999999
0.0,298.6,309.8,1505.0,45.7,144.0,1.0,68778.5
1.0,298.8,310.1,1243.0,74.5,194.0,1.0,92603.5
0.0,299.0,308.6,1466.0,46.4,112.0,0.0,68022.4
0.0,302.0,310.4,1357.0,58.0,108.0,1.0,78706.0
0.0,297.7,309.1,1477.0,38.3,60.0,0.0,56569.1
0.0,302.9,312.4,1550.0,36.9,194.0,0.0,57195.0
0.0,299.0,309.4,1758.0,25.7,68.0,0.0,45180.6
0.0,302.1,310.7,1359.0,49.3,41.0,1.0,66998.7
0.0,303.7,312.7,1359.0,56.8,194.0,1.0,77191.2
1.0,303.4,311.8,1316.0,50.9,69.0,1.0,66984.4
2.0,302.0,309.8,1280.0,57.3,147.0,1.0,73344.0
1.0,301.0,311.6,1357.0,45.6,137.0,0.0,61879.200000000004
0.0,300.4,311.6,1200.0,76.6,3.0,1.0,91920.0
2.0,300.5,309.9,1397.0,45.9,210.0,1.0,64122.299999999996
0.0,296.8,308.1,1289.0,62.0,199.0,1.0,79918.0
0.0,299.4,309.2,1564.0,39.0,26.0,0.0,60996.0
1.0,300.5,309.9,1780.0,26.5,101.0,0.0,47170.0
0.0,302.2,311.6,1872.0,20.4,202.0,0.0,38188.799999999996
2.0,300.7,310.2,1364.0,65.3,208.0,1.0,89069.2
0.0,300.5,310.5,2633.0,12.2,17.0,1.0,32122.6
0.0,300.2,309.8,1481.0,41.9,106.0,0.0,62053.9
0.0,297.0,307.9,1296.0,69.1,153.0,1.0,89553.59999999999
1.0,299.7,310.5,1490.0,41.2,126.0,0.0,61388.00000000001
1.0,301.4,310.3,1610.0,29.1,166.0,0.0,46851.0
1.0,298.1,308.2,1420.0,63.9,19.0,1.0,90738.0
0.0,299.2,310.7,1737.0,27.0,225.0,1.0,46899.0
0.0,300.7,311.8,1336.0,58.4,189.0,1.0,78022.4
2.0,299.9,309.8,1400.0,48.7,119.0,0.0,68180.0
0.0,296.8,307.9,1718.0,25.2,148.0,0.0,43293.6
1.0,302.4,310.1,1379.0,48.9,107.0,1.0,67433.09999999999
1.0,297.6,308.1,1379.0,57.4,122.0,0.0,79154.59999999999
2.0,300.6,309.4,1380.0,47.6,246.0,1.0,65688.0
0.0,299.1,310.4,1428.0,46.9,87.0,0.0,66973.2
0.0,298.8,308.6,1599.0,33.0,101.0,0.0,52767.0
1.0,300.0,310.2,1443.0,58.7,68.0,0.0,84704.1
0.0,297.3,308.1,1566.0,35.7,156.0,0.0,55906.200000000004
2.0,302.6,310.2,1873.0,21.3,87.0,0.0,39894.9
0.0,300.5,311.9,1432.0,43.1,16.0,0.0,61719.200000000004
0.0,297.9,308.1,1393.0,50.3,193.0,0.0,70067.9
1.0,303.0,311.1,1490.0,43.0,108.0,0.0,64070.0
0.0,301.9,309.9,1374.0,48.5,180.0,1.0,66639.0
1.0,295.8,306.3,1235.0,76.2,89.0,1.0,94107.0
0.0,300.2,309.5,1356.0,51.1,133.0,0.0,69291.6
1.0,302.2,311.4,1538.0,37.4,37.0,0.0,57521.2
0.0,303.5,312.0,1366.0,54.5,30.0,1.0,74447.0
0.0,301.0,310.9,1492.0,36.7,199.0,0.0,54756.4
1.0,300.0,311.4,1692.0,29.0,216.0,1.0,49068.0
1.0,302.2,310.6,1355.0,51.5,126.0,1.0,69782.5
0.0,298.1,307.6,1364.0,53.8,129.0,0.0,73383.2
1.0,298.4,309.2,1597.0,33.5,116.0,0.0,53499.5
1.0,302.2,310.6,1355.0,51.5,126.0,1.0,69782.5
0.0,298.4,308.2,1282.0,60.7,216.0,1.0,77817.40000000001
0.0,298.7,309.6,1665.0,31.1,178.0,0.0,51781.5
0.0,300.1,309.4,1453.0,47.6,28.0,0.0,69162.8
2.0,302.5,311.1,1850.0,23.3,203.0,0.0,43105.0
0.0,299.2,310.2,1609.0,33.2,156.0,0.0,53418.8
1.0,303.4,311.8,1515.0,42.6,204.0,0.0,64539.0
0.0,300.6,309.9,1428.0,48.8,109.0,0.0,69686.4
0.0,302.1,311.2,1460.0,46.9,198.0,0.0,68474.0
0.0,297.5,308.6,1260.0,53.6,137.0,0.0,67536.0
0.0,301.1,311.4,1531.0,38.7,55.0,0.0,59249.700000000004
0.0,298.5,309.5,1294.0,66.7,12.0,1.0,86309.8
0.0,300.5,311.3,1490.0,41.8,39.0,0.0,62281.99999999999
0.0,302.8,312.2,1509.0,36.5,52.0,1.0,55078.5
1.0,300.5,311.4,2072.0,18.8,75.0,0.0,38953.6
0.0,297.5,308.3,2564.0,12.8,127.0,1.0,32819.200000000004
0.0,300.4,311.4,1662.0,29.3,129.0,0.0,48696.6
0.0,303.3,311.4,1497.0,46.0,234.0,1.0,68862.0
0.0,299.3,310.9,1669.0,32.4,5.0,0.0,54075.6
2.0,301.5,310.7,1394.0,46.7,130.0,0.0,65099.8
0.0,302.5,310.2,1307.0,54.0,86.0,1.0,70578.0
0.0,303.3,312.2,1506.0,40.0,50.0,0.0,60240.0
0.0,297.3,308.6,1511.0,35.7,120.0,0.0,53942.700000000004
0.0,301.0,311.1,1236.0,64.4,177.0,1.0,79598.40000000001
1.0,301.5,310.7,1454.0,39.4,17.0,0.0,57287.6
0.0,296.4,307.4,2833.0,5.6,213.0,1.0,15864.8
1.0,297.3,308.3,1595.0,32.2,29.0,0.0,51359.00000000001
0.0,300.5,311.8,1368.0,57.9,191.0,1.0,79207.2
1.0,298.5,308.7,1367.0,47.3,47.0,0.0,64659.1
0.0,303.5,312.8,1524.0,39.4,96.0,0.0,60045.6
0.0,298.0,308.7,1268.0,69.4,189.0,1.0,87999.20000000001
2.0,302.6,311.5,1629.0,34.4,228.0,1.0,56037.6
0.0,301.4,310.3,1639.0,32.7,171.0,0.0,53595.3
0.0,297.7,308.7,1688.0,27.2,125.0,0.0,45913.6
0.0,301.3,310.7,1536.0,39.3,31.0,0.0,60364.799999999996
0.0,297.3,308.3,1550.0,37.0,54.0,0.0,57350.0
1.0,301.6,310.6,1309.0,65.8,75.0,1.0,86132.2
1.0,297.8,307.4,1330.0,51.7,183.0,0.0,68761.0
2.0,298.5,308.9,1500.0,40.3,207.0,0.0,60449.99999999999
1.0,297.2,308.1,1340.0,61.3,207.0,1.0,82142.0
0.0,301.3,310.1,1269.0,56.8,195.0,1.0,72079.2
0.0,302.6,311.6,1638.0,29.6,160.0,0.0,48484.8
1.0,302.1,311.1,1423.0,36.8,80.0,0.0,52366.399999999994
0.0,302.7,312.4,1477.0,46.3,251.0,1.0,68385.09999999999
0.0,301.1,311.2,1555.0,35.3,172.0,0.0,54891.49999999999
1.0,302.1,310.7,1364.0,47.8,213.0,1.0,65199.2
1.0,300.7,309.6,1996.0,19.8,203.0,1.0,39520.8
1.0,302.0,309.7,1386.0,62.7,142.0,1.0,86902.2
0.0,300.7,311.1,2478.0,13.4,170.0,1.0,33205.200000000004
0.0,300.7,310.7,1442.0,43.2,49.0,0.0,62294.4
0.0,298.5,309.4,1360.0,60.9,187.0,1.0,82824.0
0.0,302.4,310.2,1331.0,45.5,53.0,1.0,60560.5
1.0,302.1,310.0,1355.0,45.1,6.0,1.0,61110.5
0.0,302.5,310.2,1307.0,54.0,86.0,1.0,70578.0
2.0,301.8,310.6,1441.0,46.3,100.0,0.0,66718.3
0.0,299.5,309.1,1852.0,22.6,77.0,0.0,41855.200000000004
0.0,303.8,313.1,1422.0,42.4,152.0,0.0,60292.799999999996
0.0,302.0,310.8,1615.0,29.0,235.0,1.0,46835.0
0.0,302.6,310.4,1359.0,57.2,67.0,1.0,77734.8
0.0,302.2,311.2,1381.0,49.4,207.0,0.0,68221.4
1.0,298.8,310.1,1243.0,74.5,194.0,1.0,92603.5
1.0,299.3,308.4,1468.0,42.2,83.0,0.0,61949.600000000006
0.0,301.6,310.5,1397.0,49.4,104.0,0.0,69011.8
1.0,302.4,310.1,1379.0,48.9,107.0,1.0,67433.09999999999
0.0,303.2,311.4,1351.0,53.8,8.0,1.0,72683.8
0.0,300.3,309.9,1377.0,55.3,4.0,0.0,76148.09999999999
0.0,303.8,313.1,2497.0,13.0,5.0,1.0,32461.0
0.0,301.9,310.9,1567.0,39.0,214.0,1.0,61113.0
1.0,300.2,309.5,1500.0,45.7,89.0,0.0,68550.0
1.0,302.2,310.6,1355.0,51.5,126.0,1.0,69782.5
0.0,298.5,309.5,1294.0,66.7,12.0,1.0,86309.8
0.0,300.7,310.9,1356.0,65.3,66.0,1.0,88546.8
0.0,300.6,310.3,1648.0,30.5,217.0,1.0,50264.0
0.0,300.3,311.8,1413.0,46.0,182.0,0.0,64998.0
2.0,302.7,310.8,1275.0,55.0,25.0,1.0,70125.0
0.0,299.3,308.6,1384.0,53.6,218.0,1.0,74182.40000000001
0.0,298.9,310.3,1456.0,44.1,118.0,0.0,64209.6
1.0,298.0,308.7,1479.0,58.5,176.0,1.0,86521.5
1.0,300.6,309.4,1367.0,63.2,45.0,1.0,86394.40000000001
0.0,297.1,308.6,1442.0,37.1,59.0,0.0,53498.200000000004
0.0,302.3,311.4,1333.0,66.7,205.0,1.0,88911.1
1.0,300.8,309.4,1342.0,62.4,113.0,1.0,83740.8
0.0,300.0,309.1,1431.0,45.4,90.0,0.0,64967.4
0.0,301.4,310.5,1633.0,39.5,0.0,0.0,64503.5
1.0,295.6,306.2,1435.0,51.6,126.0,0.0,74046.0
0.0,300.6,309.6,1682.0,30.7,78.0,0.0,51637.4
0.0,301.9,310.6,1331.0,68.6,85.0,1.0,91306.59999999999
0.0,299.1,308.8,1320.0,67.5,20.0,1.0,89100.0
1.0,299.3,309.1,1376.0,46.7,49.0,0.0,64259.200000000004
0.0,301.7,310.9,1405.0,46.4,207.0,1.0,65192.0
1.0,299.6,309.3,1553.0,32.4,112.0,0.0,50317.2
1.0,304.3,313.4,1624.0,32.1,53.0,0.0,52130.4
0.0,304.1,313.1,1550.0,30.9,9.0,0.0,47895.0
1.0,298.2,308.5,2678.0,10.7,86.0,1.0,28654.6
0.0,300.6,310.9,1344.0,46.7,133.0,0.0,62764.8
0.0,298.4,309.5,2153.0,15.3,98.0,1.0,32940.9
0.0,299.0,308.5,1559.0,38.1,194.0,0.0,59397.9
0.0,298.0,308.5,1429.0,37.7,220.0,1.0,53873.3
0.0,301.4,310.8,1285.0,62.6,183.0,1.0,80441.0
0.0,300.7,311.0,1413.0,52.0,91.0,1.0,73476.0
2.0,302.6,311.5,1629.0,34.4,228.0,1.0,56037.6
0.0,298.8,308.3,1634.0,27.9,12.0,0.0,45588.6
0.0,301.0,311.5,1559.0,31.8,195.0,0.0,49576.200000000004
0.0,302.0,310.4,1336.0,58.2,110.0,1.0,77755.2
0.0,301.0,311.0,1399.0,58.0,190.0,1.0,81142.0
1.0,300.6,310.7,1705.0,31.2,181.0,0.0,53196.0
0.0,297.1,308.5,1323.0,44.4,207.0,1.0,58741.2
0.0,299.0,310.4,1382.0,53.0,89.0,0.0,73246.0
0.0,303.5,312.4,1284.0,70.6,94.0,1.0,90650.4
0.0,297.5,309.2,1715.0,28.0,30.0,0.0,48020.0
